id,chlass_id,name,created_at,updated_at,wikitext,image_name
15,1,DIDELPHIMORPHIA,2014-09-09 21:52:53.362748,2014-09-10 04:55:44.061348,"<div class=""intro"">Several; see <em>text</em></div>",//upload.wikimedia.org/wikipedia/commons/thumb/2/27/Opossum_2.jpg/220px-Opossum_2.jpg
16,1,PERISSODACTYLA,2014-09-09 21:53:49.636049,2014-09-10 04:55:44.379325,"<div class=""intro"">An <b>odd-toed ungulate</b> is a <em>rhinoceroses</em>.</div>",//upload.wikimedia.org/wikipedia/commons/thumb/c/c4/ErmineSpot.jpg/250px-ErmineSpot.jpg
17,1,PERAMELEMORPHIA,2014-09-09 21:54:13.263923,2014-09-10 04:55:44.668163,"<div class=""intro"">†<em>Yaralidae</em><br>
<em>Thylacomyidae</em><br>
†<em>Chaeropodidae</em><br>
<em>Peramelidae</em></div>",//upload.wikimedia.org/wikipedia/commons/thumb/2/26/Taxidermied_Bandicoot.jpg/250px-Taxidermied_Bandicoot.jpg
18,1,DERMOPTERA,2014-09-09 21:58:44.831289,2014-09-10 04:55:45.51756,"<div class=""intro""><b>Colugos</b> <span class=""nowrap""><span title=""Representation in the International Phonetic Alphabet (IPA)"" class=""IPA""><em>lemurs</em>.</div>",//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Colugo.jpg/220px-Colugo.jpg
19,1,HYRACOIDEA,2014-09-09 21:59:27.747326,2014-09-10 04:55:45.796346,"<div class=""intro""><b>Hyraxes</b> (from the Greek <span lang=""grc"" xml:lang=""grc"">ὕραξ</span>, <i>hurax</i>, ""shrewmouse"") (also called <b>dassies</b>)<sup id=""cite_ref-1"" class=""reference""><em>Middle East</em>.</div>",//upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Yellow-spotted_Rock_Hyrax.jpg/220px-Yellow-spotted_Rock_Hyrax.jpg
20,1,MICROBIOTHERIA,2014-09-09 22:00:41.636152,2014-09-10 04:55:46.03842,"<div class=""intro"">†<i><em>Khasia</em></i><br>
†<i><em>Mirandatherium</em></i><br>
†<i><em>Eomicrobiotherium</em></i><br>
†<i><em>Ideodelphys</em></i><br>
†<i><em>Pitheculus</em></i><br>
<i><em>Dromiciops</em></i></div>",//upload.wikimedia.org/wikipedia/commons/thumb/5/51/Monito_del_Monte_ps6.jpg/220px-Monito_del_Monte_ps6.jpg
21,1,SIRENIA,2014-09-09 22:00:44.408828,2014-09-10 04:55:46.296694,"<div class=""intro""><em>Dugongidae</em><br>
<em>Trichechidae</em><br>
†<em>Prorastomidae</em><br>
†<em>Protosirenidae</em></div>",//upload.wikimedia.org/wikipedia/commons/thumb/8/81/Manatee.jpg/250px-Manatee.jpg
22,1,MACROSCELIDEA,2014-09-09 22:00:57.191863,2014-09-10 04:55:46.555636,"<div class=""intro""><i><em>Elephantulus</em></i><br>
<i><em>Macroscelides</em></i><br>
<i><em>Petrodromus</em></i><br>
<i><em>Rhynchocyon</em></i></div>",//upload.wikimedia.org/wikipedia/commons/thumb/5/54/Macroscelides._proboscideus.6869.jpg/200px-Macroscelides._proboscideus.6869.jpg
23,1,PROBOSCIDEA,2014-09-09 22:01:04.788339,2014-09-10 04:55:46.835735,"<div class=""intro""><em>Elephantidae</em><br>
†<em>Gomphotheriidae</em><br>
†<em>Mammutidae</em><br>
†<em>Stegodontidae</em><br>
†<em>Barytheriidae</em><br>
†<em>Deinotheriidae</em><br>
†<em>Moeritheriidae</em><br>
†<em>Numidotheriidae</em><br>
†<em>Palaeomastodontidae</em><br>
†<em>Phiomiidae</em></div>",//upload.wikimedia.org/wikipedia/commons/thumb/5/5d/AfricanElephant.jpg/250px-AfricanElephant.jpg
24,1,PHOLIDOTA,2014-09-09 22:11:23.88798,2014-09-10 04:55:47.092748,"<div class=""intro""><i><em>Manis culionensis</em></i><br>
<i><em>Manis gigantea</em></i><br>
<i><em>Manis temminckii</em></i><br>
<i><em>Manis tricuspis</em></i><br>
<i><em>Manis tetradactyla</em></i><br>
<i><em>Manis crassicaudata</em></i><br>
<i><em>Manis pentadactyla</em></i><br>
<i><em>Manis javanica</em></i></div>",//upload.wikimedia.org/wikipedia/commons/thumb/5/58/The_Children%27s_Museum_of_Indianapolis_-_ground_pangolin.jpg/250px-The_Children%27s_Museum_of_Indianapolis_-_ground_pangolin.jpg
25,1,NOTORYCTEMORPHIA,2014-09-09 22:20:13.904035,2014-09-10 04:55:47.996993,"<div class=""intro""><i><em>N. typhlops</em></i><br>
<i><em>N. caurinus</em></i></div>",//upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Notoryctes_typhlops.jpg/220px-Notoryctes_typhlops.jpg
26,1,MONOTREMATA,2014-09-09 22:21:50.952264,2014-09-10 04:55:48.334201,"<div class=""intro""><b>Monotremes</b> (from the Greek μονός <i>monos</i> ""single"" + τρῆμα <i>trema</i> ""hole"", referring to the <em><span>[</span>3<span>]</span></em></sup></div>",//upload.wikimedia.org/wikipedia/commons/thumb/6/61/Tachyglossus_aculeatus_side_on.jpg/220px-Tachyglossus_aculeatus_side_on.jpg
27,1,TUBULIDENTATA,2014-09-09 22:21:58.377546,2014-09-10 04:55:48.599602,"<div class=""intro""><i><em>Orycteropus</em></i><br>
†<i><em>Amphiorycteropus</em></i><br>
†<i><em>Leptorycteropus</em></i><br>
†<i><em><span>[</span>1<span>]</span></em></sup></div>",//upload.wikimedia.org/wikipedia/commons/thumb/3/35/Orycteropus_afer_stuffed.jpg/220px-Orycteropus_afer_stuffed.jpg
28,2,SQUAMATA,2014-09-09 22:41:22.053932,2014-09-10 04:55:48.938417,"<div class=""intro""><em>Anguimorpha</em><br>
<em>Gekkota</em><br>
<em>Iguania</em><br>
<em>Lacertoidea</em><br>
<em>Scincomorpha</em><br>
<em>Serpentes</em></div>",//upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Blue-toungued_skink444.jpg/220px-Blue-toungued_skink444.jpg
29,2,TESTUDINES,2014-09-09 22:41:45.352208,2014-09-10 04:55:49.382749,"<div class=""intro""><em>Cryptodira</em><br>
<em>Pleurodira</em><br>
<span title=""Extinct""><span style=""font-style:normal;""><span style=""font-weight:normal;"">†</span></span></span><em>citation needed</span></em></i>]</sup><br>
and see <em>text</em></div>",//upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Florida_Box_Turtle_Digon3_re-edited.jpg/220px-Florida_Box_Turtle_Digon3_re-edited.jpg
30,2,CROCODYLIA,2014-09-09 22:42:55.896065,2014-09-10 04:55:50.506782,"<div class=""intro"">The <b>Crocodilia</b> (or <b>Crocodylia</b>) are an <em>Gavialidae</em>). Although the term 'crocodiles' is sometimes used to refer to all of these, a less ambiguous vernacular term for this group is <b>crocodilians</b>.</div>",//upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Crocodilia_collage.jpg/300px-Crocodilia_collage.jpg
31,2,RHYNCHOCEPHALIA,2014-09-09 23:17:52.972158,2014-09-10 04:55:50.80042,"<div class=""intro""><b>Rhynchocephalia</b> is an <em>pleurosaurs</em>.</div>",//upload.wikimedia.org/wikipedia/commons/thumb/0/00/Homoeosaurus.jpg/220px-Homoeosaurus.jpg
32,3,ANURA,2014-09-09 23:24:02.925082,2014-09-10 08:44:15.752607,"<div class=""intro""><b>Anura</b> may refer to:</div>",none
33,3,CAUDATA,2014-09-09 23:24:20.244563,2014-09-10 08:44:16.155296,"<div class=""intro""><em>Cryptobranchoidea</em><br>
<em>Salamandroidea</em><br>
<em>Sirenoidea</em></div>",//upload.wikimedia.org/wikipedia/commons/thumb/b/b2/SpottedSalamander.jpg/220px-SpottedSalamander.jpg
34,3,GYMNOPHIONA,2014-09-09 23:29:52.354001,2014-09-10 08:44:16.478249,"<div class=""intro""><em>Caeciliidae</em><br>
<em>Chikilidae</em><br>
<em>Dermophiidae</em><br>
<em>Herpelidae</em><br>
<em>Ichthyophiidae</em><br>
<em>Indotyphlidae</em><br>
<em>Rhinatrematidae</em><br>
<em>Scolecomorphidae</em><br>
<em>Siphonopidae</em><br>
<em>Typhlonectidae</em></div>",//upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Dermophis_mexicanus.jpg/220px-Dermophis_mexicanus.jpg
35,4,PERCIFORMES,2014-09-10 00:24:16.351612,2014-09-10 08:44:16.784486,"<div class=""intro""><i>many, see text</i></div>",//upload.wikimedia.org/wikipedia/commons/thumb/7/7f/YellowPerch.jpg/250px-YellowPerch.jpg
36,4,ALBULIFORMES,2014-09-10 00:24:46.257555,2014-09-10 08:44:17.041912,"<div class=""intro""><i><em>Albula</em></i><br>
<i><em>Pterothrissus</em></i></div>",//upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Bonefish.png/200px-Bonefish.png
37,4,ELOPIFORMES,2014-09-10 00:29:07.67466,2014-09-10 08:44:17.831467,"<div class=""intro""><em>Elopidae</em><br>
<em>Megalopidae</em></div>",//upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Tarpon.jpg/240px-Tarpon.jpg
39,5,STRUTHIONIFORMES,2014-09-10 01:21:40.924205,2014-09-10 08:44:18.399282,"<div class=""intro""><i>S. c. australis</i> <small><em><span>[</span>2<span>]</span></em></sup><br>
Southern ostrich</small><br>
<i>S. c. camelus</i> <small><em><span>[</span>2<span>]</span></em></sup><br>
North African ostrich</small><br>
<i>S. c. massaicus</i> <small><em><span>[</span>2<span>]</span></em></sup><br>
Masai ostrich</small><br>
†<i><em><span>[</span>2<span>]</span></em></sup><br>
Arabian ostrich</small><br>
<i><em><span>[</span>2<span>]</span></em></sup><br>
Somali ostrich</small></div>",//upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Ostriches_cape_point_cropped_2.jpg/300px-Ostriches_cape_point_cropped_2.jpg
40,5,GALLIFORMES,2014-09-10 02:15:17.21967,2014-09-10 08:44:18.742828,"<div class=""intro"">Gallimorphae</div>",//upload.wikimedia.org/wikipedia/commons/thumb/2/22/Flickr_-_Rainbirder_-_Ceylon_Junglefowl_%28Gallus_lafayetii%29_Male.jpg/300px-Flickr_-_Rainbirder_-_Ceylon_Junglefowl_%28Gallus_lafayetii%29_Male.jpg
41,5,ANSERIFORMES,2014-09-10 02:18:25.795041,2014-09-10 08:44:19.026229,"<div class=""intro"">Anserimorphae</div>",//upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Magpie_goose.jpg/250px-Magpie_goose.jpg
42,5,PODICIPEDIFORMES,2014-09-10 02:20:19.54447,2014-09-10 08:44:19.372057,"<div class=""intro"">A <b>grebe</b> <span class=""nowrap""><span title=""Representation in the International Phonetic Alphabet (IPA)"" class=""IPA""><em>genera</em>.</div>",//upload.wikimedia.org/wikipedia/commons/thumb/6/66/Podiceps_nigricollis_001.jpg/300px-Podiceps_nigricollis_001.jpg
43,5,PHOENICOPTERIFORMES,2014-09-10 02:20:34.152926,2014-09-10 08:44:19.598142,"<div class=""intro""><span title=""Extinct""><span style=""font-style:normal;""><span style=""font-weight:normal;"">†</span></span></span><i><em>Juncitarsus</em></i>?<br>
<span title=""Extinct""><span style=""font-style:normal;""><span style=""font-weight:normal;"">†</span></span></span><em>Palaelodidae</em><br>
<em>Phoenicopteridae</em></div>",//upload.wikimedia.org/wikipedia/commons/thumb/3/38/Flamingos_Laguna_Colorada.jpg/220px-Flamingos_Laguna_Colorada.jpg
44,5,PHAETHONTIFORMES,2014-09-10 02:20:38.148579,2014-09-10 08:44:20.282794,"<div class=""intro"">3, see text</div>",//upload.wikimedia.org/wikipedia/commons/thumb/0/06/Rtailedtropicbird8.jpg/220px-Rtailedtropicbird8.jpg
45,5,EURYPYGIFORMES,2014-09-10 02:20:40.13686,2014-09-10 08:44:20.877296,"<div class=""intro""><b>Eurypygiformes</b> or <b>Eurypygae</b> is a <em><span>[</span>1<span>]</span></em></sup></div>",//upload.wikimedia.org/wikipedia/commons/thumb/8/87/Rhynochetos_jubatus.jpg/220px-Rhynochetos_jubatus.jpg
46,5,MESITORNITHIFORMES,2014-09-10 02:20:41.255254,2014-09-10 08:44:21.721359,"<div class=""intro""><i><em>Mesitornis</em></i><br>
<i><em>Monias</em></i></div>",//upload.wikimedia.org/wikipedia/commons/thumb/d/da/Subdesert_Mesite.jpg/255px-Subdesert_Mesite.jpg
47,5,COLUMBIFORMES,2014-09-10 02:20:42.998024,2014-09-10 08:44:22.641131,"<div class=""intro""><b>Pigeons</b> and <b>doves</b> constitute the bird <em>Australasia ecozones</em>.</div>",//upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Rock_dove_-_natures_pics.jpg/220px-Rock_dove_-_natures_pics.jpg
48,5,PTEROCLIFORMES,2014-09-10 02:24:24.035978,2014-09-10 08:44:22.960843,"<div class=""intro""><i><em>Illiger</em>, 1811</small></div>",//upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Double-banded_Sandgrouse.JPG/300px-Double-banded_Sandgrouse.JPG
49,5,CAPRIMULGIFORMES,2014-09-10 02:24:33.088948,2014-09-10 08:44:23.250021,"<div class=""intro"">The <b>Caprimulgiformes</b> is an <em>European nightjar</em>'s feeding habits.</div>",//upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Caprimulgus_macrurus.jpg/250px-Caprimulgus_macrurus.jpg
50,5,OPISTHOCOMIFORMES,2014-09-10 02:30:30.554667,2014-09-10 08:44:24.089635,"<div class=""intro""><i><em>Phasianus</em> hoazin</i> <small>Müller, 1776</small></div>",//upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Opisthocomus_hoazin.jpg/220px-Opisthocomus_hoazin.jpg
51,5,CUCULIFORMES,2014-09-10 02:30:31.183019,2014-09-10 08:44:24.343069,"<div class=""intro""><em>Cuculidae</em><br>
<em>Musophagidae</em><br>
and see text</div>",//upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Chestnut-breasted_Malkoha2.jpg/240px-Chestnut-breasted_Malkoha2.jpg
52,5,GRUIFORMES,2014-09-10 02:32:01.099864,2014-09-10 08:44:24.636296,"<div class=""intro"">Some 5-10 living, see article text.</div>",//upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Gray_Crowned_Crane_at_Zoo_Copenhagen.jpg/220px-Gray_Crowned_Crane_at_Zoo_Copenhagen.jpg
53,5,OTIDIFORMES,2014-09-10 02:33:56.68014,2014-09-10 08:44:25.737328,Unknown,http://s.hswstatic.com/gif/willow/bustard-info0.gif
54,5,MUSOPHAGIFORMES,2014-09-10 02:34:12.691634,2014-09-10 08:44:26.62521,"<div class=""intro"">Apopempsidae<br>
Musophagiformes <small>(see text)</small><br>
Veflintornithidae</div>",//upload.wikimedia.org/wikipedia/commons/thumb/3/31/Tauraco_persa_%28captive_-_Birds_of_Eden%29.jpg/220px-Tauraco_persa_%28captive_-_Birds_of_Eden%29.jpg
55,5,GAVIIFORMES,2014-09-10 02:34:26.483001,2014-09-10 08:44:26.897992,"<div class=""intro"">Colymbiformes <small><em>Sharpe</em>, 1891</small></div>",//upload.wikimedia.org/wikipedia/commons/thumb/e/ef/PacificLoon24.jpg/240px-PacificLoon24.jpg
56,5,SPHENISCIFORMES,2014-09-10 02:34:29.477237,2014-09-10 08:44:27.33615,"<div class=""intro""><i><em>Aptenodytes</em></i><br>
<i><em>Eudyptes</em></i><br>
<i><em>Eudyptula</em></i><br>
<i><em>Megadyptes</em></i><br>
<i><em>Pygoscelis</em></i><br>
<i><em>Spheniscus</em></i><br>
For prehistoric genera, see <em>Systematics</em></div>",//upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Chinstrap_Penguin.jpg/200px-Chinstrap_Penguin.jpg
57,5,PROCELLARIIFORMES,2014-09-10 02:34:40.557354,2014-09-10 08:44:27.819569,"<div class=""intro"">†<em>Diomedeoididae</em><br>
<em>Procellariidae</em><br>
<em>Diomedeidae</em><br>
<em>Hydrobatidae</em><br>
<em>Pelecanoididae</em></div>",//upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Thalassarche_bulleri_in_flight_3_-_SE_Tasmania.jpg/250px-Thalassarche_bulleri_in_flight_3_-_SE_Tasmania.jpg
58,5,CICONIIFORMES,2014-09-10 02:36:14.079002,2014-09-10 08:44:28.102687,"<div class=""intro"">Traditionally, the <em>Ciconiidae</em>.</div>",//upload.wikimedia.org/wikipedia/commons/thumb/7/76/Saddle-Billed_Stork.jpg/240px-Saddle-Billed_Stork.jpg
59,5,PELECANIFORMES,2014-09-10 02:36:27.335387,2014-09-10 08:44:28.80011,"<div class=""intro"">traditionally:<br>
<em>Anhingidae</em><br>
<em>Fregatidae</em><br>
<em>Pelecanidae</em><br>
<em>Phalacrocoracidae</em><br>
<em>Sulidae</em><br>
(but see text)</div>",//upload.wikimedia.org/wikipedia/commons/thumb/2/27/Pelican_4995.jpg/240px-Pelican_4995.jpg
60,5,SULIFORMES,2014-09-10 02:37:41.773743,2014-09-10 08:44:29.102056,"<div class=""intro""><em>Fregatidae</em><br>
<em>Sulidae</em><br>
<em>Phalacrocoracidae</em><br>
<em>Anhingidae</em></div>",//upload.wikimedia.org/wikipedia/commons/thumb/5/59/Northern_Gannet_2006_2.jpg/240px-Northern_Gannet_2006_2.jpg
61,5,CHARADRIIFORMES,2014-09-10 02:38:16.438311,2014-09-10 08:44:29.402634,"<div class=""intro"">see text.</div>",//upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Vanellus_miles_novaehollandiae.jpg/250px-Vanellus_miles_novaehollandiae.jpg
62,5,STRIGIFORMES,2014-09-10 02:42:34.744612,2014-09-10 08:44:30.52362,"<div class=""intro""><em>Strigidae</em><br>
<em>Tytonidae</em><br>
<em>fossil</em>)<br>
<em>fossil</em>)<br>
<em>fossil</em>)<br>
<em>fossil</em>)</div>",//upload.wikimedia.org/wikipedia/commons/thumb/3/39/Athene_noctua_%28cropped%29.jpg/220px-Athene_noctua_%28cropped%29.jpg
63,5,CATHARTIFORMES,2014-09-10 02:45:07.329636,2014-09-10 08:44:30.869112,"<div class=""intro""><i><em>Coragyps</em></i><br>
<i><em>Cathartes</em></i><br>
<i><em>Gymnogyps</em></i><br>
<i><em>Vultur</em></i><br>
<i><em>Sarcoramphus</em></i></div>",//upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Urubu_a_tete_rouge_-_Turkey_Vulture.jpg/220px-Urubu_a_tete_rouge_-_Turkey_Vulture.jpg
64,5,ACCIPITRIFORMES,2014-09-10 02:45:11.915584,2014-09-10 08:44:31.193543,"<div class=""intro""><em>Accipitridae</em><br>
<em>Cathartidae</em><br>
<em>Pandionidae</em><br>
<em>Sagittariidae</em></div>",//upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Red-tailed_Hawk_Buteo_jamaicensis_Full_Body_1880px.jpg/220px-Red-tailed_Hawk_Buteo_jamaicensis_Full_Body_1880px.jpg
65,5,COLIIFORMES,2014-09-10 02:47:49.455917,2014-09-10 08:44:31.484002,"<div class=""intro""><i><em>Colius</em></i><br>
<i><em>Urocolius</em></i><br>
For fossil <em>text</em>.</div>",//upload.wikimedia.org/wikipedia/commons/thumb/6/60/Urocolius_macrourus-20090110B.jpg/250px-Urocolius_macrourus-20090110B.jpg
66,5,LEPTOSOMIFORMES,2014-09-10 02:47:52.901989,2014-09-10 08:44:32.291202,Unknown,http://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Leptosomusdiscolorcrop.jpg/220px-Leptosomusdiscolorcrop.jpg
67,5,TROGONIFORMES,2014-09-10 02:47:54.330207,2014-09-10 08:44:32.611031,"<div class=""intro""><i><em>Apaloderma</em></i><br>
<i><em>Euptilotis</em></i><br>
<i><em>Harpactes</em></i><br>
<i><em>Apalharpactes</em></i><br>
<i><em>Pharomachrus</em></i><br>
<i><em>Priotelus</em></i><br>
<i><em>Trogon</em></i></div>",//upload.wikimedia.org/wikipedia/commons/thumb/6/69/Harpactes_erythrocephalus_-_Khao_Yai.jpg/220px-Harpactes_erythrocephalus_-_Khao_Yai.jpg
68,5,BUCEROTIFORMES,2014-09-10 02:48:20.367502,2014-09-10 08:44:33.535681,"<div class=""intro"">14, see text</div>",//upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Malabar_grey_hornbill.jpg/220px-Malabar_grey_hornbill.jpg
69,5,CORACIIFORMES,2014-09-10 02:49:05.698293,2014-09-10 08:44:34.610603,"<div class=""intro""><em>Alcedinidae</em><br>
<em>Brachypteraciidae</em><br>
<em>Bucerotidae</em> <small>(disputed)</small><br>
<em>Cerylidae</em><br>
<em>Coraciidae</em><br>
<em>Halcyonidae</em><br>
<em>Meropidae</em><br>
<em>Momotidae</em><br>
<em>Phoeniculidae</em> <small>(disputed)</small><br>
<em>Todidae</em><br>
<em>Upupidae</em> <small>(disputed)</small><br>
For prehistoric taxa, see text.</div>",//upload.wikimedia.org/wikipedia/commons/thumb/b/b1/European_roller.jpg/240px-European_roller.jpg
70,5,PICIFORMES,2014-09-10 02:51:03.646537,2014-09-10 08:44:34.906696,"<div class=""intro""><em>Galbulae</em></div>",//upload.wikimedia.org/wikipedia/commons/thumb/9/99/Red-bellied_woodpecker_on_railing.JPG/220px-Red-bellied_woodpecker_on_railing.JPG
71,5,CARIAMIFORMES,2014-09-10 02:55:49.821239,2014-09-10 08:44:35.632929,"<div class=""intro""><em>Cariamoidea</em><br>
†<em><span>[</span>1<span>]</span></em></sup><br>
†<em>Geranoididae</em><br>
†<em>Idiornithidae</em><br>
<span title=""Extinct""><span style=""font-style:normal;""><span style=""font-weight:normal;"">†</span></span></span><em>Phorusrhacoidea</em><br>
†<em>Salmilidae</em></div>",//upload.wikimedia.org/wikipedia/commons/thumb/6/68/Cariama_cristata.jpg/220px-Cariama_cristata.jpg
72,5,FALCONIFORMES,2014-09-10 02:55:50.875195,2014-09-10 08:44:36.580401,"<div class=""intro""><em>Accipitridae</em><br>
<em>Pandionidae</em><br>
<em>Falconidae</em><br>
<em>Sagittariidae</em></div>",//upload.wikimedia.org/wikipedia/commons/thumb/3/39/Brown-Falcon%2C-Vic%2C-3.1.2008.jpg/240px-Brown-Falcon%2C-Vic%2C-3.1.2008.jpg
73,5,PSITTACIFORMES,2014-09-10 02:56:37.876242,2014-09-10 08:44:37.053627,"<div class=""intro""><em>Cacatuoidea</em> (cockatoos)<br>
<em>Psittacoidea</em> (true parrots)<br>
<em>Strigopoidea</em> (New Zealand parrots)</div>",//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Ara_ararauna_Luc_Viatour.jpg/220px-Ara_ararauna_Luc_Viatour.jpg
74,5,PASSERIFORMES,2014-09-10 03:00:51.164667,2014-09-10 08:44:37.422843,"<div class=""intro"">and see <em>text</em></div>",//upload.wikimedia.org/wikipedia/commons/thumb/d/db/Pardalotus_with_nesting_material.jpg/300px-Pardalotus_with_nesting_material.jpg
